account_id,company_name,industry,customer_segment,contract_type,payment_method,tenure_months,monthly_charges,total_charges,contract_licenses,active_users,support_tickets_30d,sla_breaches_90d,nps_score,last_login_days_ago,feature_usage_score,executive_sponsor_present,discount_percentage,paperless_billing,auto_renewal,churn
AC-1922,Hyperion Networks,Financial Services,Enterprise,3-Year Enterprise,Credit Card,60,1900.83,116999.68,225,97,3,0,4,25,74.1,0,0,0,1,1
AC-1923,Apex Health,Enterprise Tech,Mid-Market,1-Year Fixed,Auto-Invoice,57,718.5,41369.89,43,23,3,0,8,5,50.4,1,5,1,1,0
AC-1924,Nexus Corp,Financial Services,SMB,Month-to-Month,Credit Card,3,784.8,2318.44,13,12,1,3,5,7,76.8,1,0,1,1,1
AC-1925,Titan Systems,E-Commerce,Enterprise,Month-to-Month,Credit Card,18,2994.13,52207.63,208,116,2,0,4,5,60.8,0,0,1,1,1
AC-1926,Zenith Cloud,Professional Services,Mid-Market,Month-to-Month,ACH Direct Debit,52,1081.19,55365.99,74,60,2,0,5,9,74.7,1,10,1,1,0
AC-1927,Titan Global,Logistics,Mid-Market,Month-to-Month,Manual Wire,60,1431.42,87429.45,40,14,1,0,10,22,66.1,0,15,1,0,0
AC-1928,Vortex Solutions,Enterprise Tech,Enterprise,Month-to-Month,Manual Wire,34,3951.6,131170.71,115,82,3,2,3,4,31.1,1,10,1,0,1
AC-1929,Solstice Systems,Manufacturing,Mid-Market,Month-to-Month,Manual Wire,60,1843.21,109784.02,56,36,1,1,8,3,91.5,1,10,1,0,0
AC-1930,Quantum Global,Logistics,Mid-Market,1-Year Fixed,Auto-Invoice,26,1731.74,44515.42,45,44,3,0,6,12,100.0,1,0,1,1,0
AC-1931,Nexus Technologies,Logistics,SMB,2-Year Fixed,Auto-Invoice,72,517.75,38268.07,16,14,1,1,6,21,64.8,1,10,1,0,0
AC-1932,Zenith Capital,Healthcare,SMB,Month-to-Month,Auto-Invoice,19,729.57,14393.83,19,12,2,0,8,0,51.8,0,5,1,0,1
AC-1933,Zenith Health,Financial Services,Mid-Market,Month-to-Month,ACH Direct Debit,22,1112.86,24971.04,34,29,5,1,8,5,95.1,1,10,1,0,0
AC-1934,Acme Corp,Financial Services,Mid-Market,1-Year Fixed,Manual Wire,33,651.49,21158.63,22,10,3,0,6,9,100.0,0,5,1,1,0
AC-1935,Solstice Labs,Enterprise Tech,Mid-Market,Month-to-Month,ACH Direct Debit,38,1866.07,70436.81,63,44,5,0,4,4,65.0,0,10,1,1,0
AC-1936,Vortex Cloud,Enterprise Tech,Mid-Market,Month-to-Month,Auto-Invoice,35,778.91,26289.56,52,18,6,1,9,3,64.1,1,5,1,1,0
AC-1937,Acme Capital,Enterprise Tech,Mid-Market,Month-to-Month,Manual Wire,67,1927.11,124830.96,67,36,4,1,8,6,66.6,1,10,1,0,0
AC-1938,Nexus Cloud,Healthcare,Enterprise,3-Year Enterprise,Credit Card,10,3408.35,32939.29,103,47,4,1,7,1,37.9,0,0,1,1,0
AC-1939,Crest Health,E-Commerce,Mid-Market,2-Year Fixed,Auto-Invoice,15,1027.79,14847.33,43,35,1,0,8,2,62.8,0,5,1,1,0
AC-1940,Nexus Health,Healthcare,Mid-Market,1-Year Fixed,Credit Card,11,1293.73,13775.04,25,16,4,1,6,29,98.9,1,5,1,1,0
AC-1941,Vortex Data,Enterprise Tech,Mid-Market,1-Year Fixed,Auto-Invoice,24,1302.28,30325.48,61,50,6,1,5,6,65.0,0,10,0,1,0
AC-1942,Titan Health,Professional Services,SMB,1-Year Fixed,Credit Card,4,713.78,2744.3,5,3,4,1,7,12,49.3,1,10,1,1,0
AC-1943,Velocity Capital,Professional Services,Enterprise,1-Year Fixed,Auto-Invoice,13,3872.68,51050.98,150,54,3,1,8,10,76.9,0,20,1,1,0
AC-1944,Acme Labs,Logistics,Mid-Market,1-Year Fixed,Credit Card,57,1635.81,97813.73,64,52,6,0,8,6,56.0,0,10,1,1,0
AC-1945,Aegis Cloud,Professional Services,Enterprise,1-Year Fixed,Credit Card,37,2873.19,110339.09,344,304,5,0,8,11,66.8,1,5,1,1,0
AC-1946,Vortex Capital,Healthcare,SMB,Month-to-Month,ACH Direct Debit,48,414.94,19012.09,15,14,4,0,6,2,45.2,1,15,1,0,0
AC-1947,Crest Technologies,Professional Services,Mid-Market,Month-to-Month,Credit Card,71,1069.15,75325.59,59,41,1,2,10,6,49.3,1,5,1,0,1
AC-1948,Quantum Cloud,Enterprise Tech,Mid-Market,1-Year Fixed,Credit Card,1,1808.28,1873.25,75,62,3,1,6,5,81.3,1,0,1,1,0
AC-1949,Omni Logistics,Financial Services,Mid-Market,2-Year Fixed,ACH Direct Debit,60,1335.77,77218.26,35,29,3,3,7,5,70.1,0,10,1,1,0
AC-1950,Vortex Technologies,Enterprise Tech,Mid-Market,1-Year Fixed,Manual Wire,12,1339.69,16635.16,75,31,6,1,4,1,54.0,1,0,1,1,1
AC-1951,Omni Data,Enterprise Tech,SMB,2-Year Fixed,Auto-Invoice,21,351.8,7456.29,23,10,0,1,7,1,70.2,1,0,1,1,0
AC-1952,Zenith Data,Enterprise Tech,Mid-Market,3-Year Enterprise,Credit Card,11,1049.23,12039.31,38,13,4,1,8,2,57.1,1,15,1,1,0
AC-1953,Omni Systems,E-Commerce,Mid-Market,Month-to-Month,Auto-Invoice,44,1271.36,58043.4,46,24,4,1,9,5,53.9,1,15,1,0,0
AC-1954,Vortex Capital,Logistics,SMB,1-Year Fixed,Auto-Invoice,58,685.88,40485.3,7,4,5,1,10,22,89.0,0,15,1,0,0
AC-1955,Zenith Global,Healthcare,Enterprise,1-Year Fixed,Credit Card,44,4685.96,209436.26,492,491,3,2,8,18,82.1,0,0,1,1,1
AC-1956,Titan Global,Enterprise Tech,Enterprise,3-Year Enterprise,ACH Direct Debit,34,2873.66,94901.93,464,279,3,1,8,1,67.6,1,15,0,1,0
AC-1957,Quantum Capital,Logistics,Mid-Market,3-Year Enterprise,Auto-Invoice,25,811.53,19510.71,25,20,3,2,6,2,70.6,0,10,1,1,0
AC-1958,Vortex Capital,E-Commerce,SMB,1-Year Fixed,ACH Direct Debit,4,786.43,3119.11,13,10,1,2,6,0,67.8,1,15,1,1,0
AC-1959,Aegis Systems,Financial Services,Mid-Market,Month-to-Month,ACH Direct Debit,64,960.72,59558.98,56,25,1,0,9,3,76.8,0,10,1,1,0
AC-1960,Hyperion Capital,E-Commerce,Enterprise,2-Year Fixed,Manual Wire,16,3256.41,50031.05,209,71,4,0,9,11,53.6,0,10,1,1,0
AC-1961,Nexus Capital,Financial Services,Mid-Market,Month-to-Month,Auto-Invoice,10,780.95,7655.13,22,15,6,1,5,15,83.5,0,0,0,0,1
AC-1962,Crest Systems,Financial Services,Mid-Market,2-Year Fixed,Manual Wire,66,1045.64,71500.06,40,32,4,1,9,1,74.4,0,10,1,1,0
AC-1963,Aegis Cloud,Manufacturing,Enterprise,3-Year Enterprise,Auto-Invoice,35,2846.38,94812.97,62,62,6,0,9,1,63.3,1,10,1,0,0
AC-1964,Acme Cloud,Financial Services,Mid-Market,1-Year Fixed,Credit Card,6,1584.63,9310.62,73,40,5,1,5,1,59.2,1,5,1,1,0
AC-1965,Zenith Health,Healthcare,SMB,1-Year Fixed,Auto-Invoice,19,539.34,10169.63,16,15,4,2,8,2,83.1,1,10,1,1,0
AC-1966,Omni Logistics,Manufacturing,Mid-Market,1-Year Fixed,Auto-Invoice,59,1490.22,88015.91,52,30,2,0,5,10,65.3,0,10,1,1,0
AC-1967,Starlight Cloud,E-Commerce,Mid-Market,1-Year Fixed,ACH Direct Debit,53,1912.85,98152.85,16,13,4,1,2,6,55.4,1,10,1,1,0
AC-1968,Hyperion Data,Enterprise Tech,Mid-Market,Month-to-Month,Credit Card,8,779.91,6528.92,31,22,3,1,7,9,61.1,0,5,1,1,0
AC-1969,Synergy Labs,Enterprise Tech,Enterprise,2-Year Fixed,Auto-Invoice,10,3589.93,36182.45,233,79,3,0,8,5,81.8,1,0,1,1,0
AC-1970,Aegis Logistics,Enterprise Tech,SMB,3-Year Enterprise,Auto-Invoice,67,219.24,14721.56,12,4,2,1,7,1,39.0,0,0,1,0,0
AC-1971,Acme Global,E-Commerce,Mid-Market,3-Year Enterprise,Credit Card,38,1797.72,64957.96,48,15,3,0,10,1,61.6,1,15,1,1,0
AC-1972,Velocity Networks,Financial Services,Mid-Market,Month-to-Month,Auto-Invoice,29,1763.46,51067.29,41,23,2,1,8,0,87.3,1,0,1,0,0
AC-1973,Titan Logistics,Enterprise Tech,Mid-Market,2-Year Fixed,ACH Direct Debit,15,1718.55,26648.71,51,42,3,0,8,9,65.0,1,0,1,1,0
AC-1974,Aegis Labs,Professional Services,Mid-Market,2-Year Fixed,Auto-Invoice,23,1107.12,24749.87,36,15,2,0,8,11,72.9,0,25,1,1,0
AC-1975,Solstice Networks,Healthcare,Mid-Market,Month-to-Month,Auto-Invoice,46,904.45,40985.65,28,20,2,0,6,8,87.6,1,0,1,1,0
AC-1976,Velocity Solutions,Enterprise Tech,Enterprise,Month-to-Month,Auto-Invoice,28,3707.55,98834.39,283,142,4,0,9,0,84.1,0,10,1,1,0
AC-1977,Starlight Solutions,Healthcare,SMB,Month-to-Month,Credit Card,26,317.86,8658.51,15,13,5,0,8,8,60.1,1,20,1,0,0
AC-1978,Solstice Data,E-Commerce,SMB,3-Year Enterprise,Auto-Invoice,10,592.89,5671.97,21,18,5,0,8,0,65.7,1,10,0,0,0
AC-1979,Synergy Solutions,Enterprise Tech,Mid-Market,1-Year Fixed,Auto-Invoice,47,1579.38,77186.89,75,63,4,1,6,0,84.3,1,15,1,1,0
AC-1980,Zenith Cloud,Financial Services,SMB,2-Year Fixed,Manual Wire,4,759.47,2981.07,16,11,7,4,4,3,84.9,1,25,0,1,0
AC-1981,Apex Health,Logistics,Enterprise,Month-to-Month,Credit Card,55,4768.23,264548.84,73,36,2,0,6,3,66.4,0,15,1,0,0
AC-1982,Apex Capital,Healthcare,Mid-Market,2-Year Fixed,Auto-Invoice,66,698.05,46897.43,26,23,5,1,8,10,67.0,0,10,0,0,0
AC-1983,Velocity Solutions,Healthcare,Mid-Market,Month-to-Month,Credit Card,67,1707.66,110303.83,29,12,2,0,6,7,72.8,0,5,1,1,0
AC-1984,Crest Capital,Financial Services,Mid-Market,1-Year Fixed,ACH Direct Debit,7,1442.59,10041.34,31,16,7,1,8,1,92.6,1,5,1,0,1
AC-1985,Zenith Global,Enterprise Tech,Mid-Market,1-Year Fixed,Auto-Invoice,55,1402.19,75774.44,48,21,7,3,7,1,87.2,1,15,1,0,1
AC-1986,Hyperion Global,Enterprise Tech,Mid-Market,Month-to-Month,Auto-Invoice,31,1241.73,36786.83,49,38,3,0,8,2,80.5,1,15,1,1,0
AC-1987,Solstice Networks,Financial Services,Enterprise,2-Year Fixed,ACH Direct Debit,19,4263.19,83699.5,282,220,3,1,5,0,48.6,1,15,1,1,0
AC-1988,Titan Health,Enterprise Tech,Mid-Market,Month-to-Month,Credit Card,28,1249.7,33400.07,69,52,3,1,8,2,63.1,1,10,1,1,0
AC-1989,Vortex Data,Enterprise Tech,Enterprise,1-Year Fixed,Credit Card,28,3631.68,103245.47,492,291,2,2,6,8,64.0,1,5,1,1,1
AC-1990,Crest Labs,Logistics,Mid-Market,1-Year Fixed,Auto-Invoice,19,1417.26,26427.29,19,7,4,0,4,1,93.5,1,5,0,1,0
AC-1991,Zenith Technologies,Professional Services,Enterprise,1-Year Fixed,Auto-Invoice,20,2162.53,41919.04,467,438,3,0,7,11,63.7,1,0,0,1,0
AC-1992,Starlight Corp,Logistics,Enterprise,Month-to-Month,Credit Card,13,1854.95,24517.27,169,111,5,0,10,3,90.6,1,15,0,0,0
AC-1993,Starlight Solutions,Manufacturing,Mid-Market,Month-to-Month,Auto-Invoice,43,803.13,34792.0,29,17,4,0,4,2,57.7,0,0,0,0,1
AC-1994,Starlight Cloud,Enterprise Tech,Mid-Market,3-Year Enterprise,Credit Card,11,1578.85,17046.5,49,35,6,1,7,3,59.2,0,5,1,0,1
AC-1995,Apex Data,Professional Services,SMB,Month-to-Month,Credit Card,48,626.16,30094.63,13,6,3,1,9,7,76.7,0,15,1,0,0
AC-1996,Hyperion Systems,Enterprise Tech,Mid-Market,2-Year Fixed,Auto-Invoice,15,1799.02,26300.51,74,29,2,0,10,4,96.2,1,0,0,1,0
AC-1997,Titan Technologies,Professional Services,Mid-Market,3-Year Enterprise,Manual Wire,17,1572.16,27698.76,38,22,3,0,6,0,64.2,1,20,1,1,0
AC-1998,Apex Technologies,Professional Services,SMB,Month-to-Month,ACH Direct Debit,54,685.16,36309.79,6,3,5,2,6,15,21.9,0,0,1,1,1
AC-1999,Titan Capital,E-Commerce,Mid-Market,Month-to-Month,ACH Direct Debit,50,1770.38,86263.12,58,27,0,0,5,0,39.8,1,20,1,1,0
AC-2000,Aegis Solutions,Professional Services,Enterprise,1-Year Fixed,Auto-Invoice,28,2514.53,72179.92,201,186,2,0,10,17,73.4,0,5,0,1,1
AC-2001,Vortex Data,Healthcare,Mid-Market,3-Year Enterprise,Auto-Invoice,4,1751.43,6667.76,65,44,7,0,5,0,41.5,1,0,1,1,0
AC-2002,Starlight Cloud,Financial Services,SMB,3-Year Enterprise,Credit Card,22,404.49,8692.34,22,14,2,0,6,9,52.4,1,10,1,0,0
AC-2003,Nexus Corp,Financial Services,Mid-Market,1-Year Fixed,Auto-Invoice,39,1839.73,70855.44,46,36,3,2,3,4,68.2,1,15,1,1,0
AC-2004,Zenith Data,Healthcare,Enterprise,2-Year Fixed,Manual Wire,34,2721.49,96067.53,391,378,3,1,9,4,23.9,0,5,1,1,0
AC-2005,Synergy Cloud,Enterprise Tech,Enterprise,Month-to-Month,Auto-Invoice,44,1734.81,79769.94,420,159,11,1,10,0,61.2,1,10,1,0,1
AC-2006,Apex Technologies,E-Commerce,Enterprise,3-Year Enterprise,Credit Card,42,4450.55,190969.57,220,194,4,1,9,1,47.0,0,25,0,0,0
AC-2007,Velocity Global,Professional Services,Mid-Market,3-Year Enterprise,Auto-Invoice,40,1336.96,53438.46,65,46,6,0,4,9,41.0,1,0,0,0,1
AC-2008,Aegis Logistics,Enterprise Tech,Mid-Market,Month-to-Month,Credit Card,12,1549.7,18857.91,25,10,3,1,8,13,53.6,1,15,0,1,0
AC-2009,Synergy Logistics,Logistics,Enterprise,Month-to-Month,Auto-Invoice,2,4288.77,8503.77,246,125,4,0,4,4,48.8,1,0,1,0,1
AC-2010,Vortex Solutions,Manufacturing,SMB,Month-to-Month,Credit Card,28,754.74,20707.58,21,13,2,0,7,2,76.5,1,5,0,1,0
AC-2011,Zenith Corp,Professional Services,SMB,Month-to-Month,Auto-Invoice,67,689.88,48305.13,15,12,0,1,8,0,89.5,1,0,0,1,0
AC-2012,Apex Global,Professional Services,Mid-Market,2-Year Fixed,ACH Direct Debit,71,1301.31,88839.48,67,31,5,1,8,7,61.4,1,5,1,0,0
AC-2013,Zenith Health,Healthcare,SMB,1-Year Fixed,Auto-Invoice,72,460.37,32637.49,22,15,4,0,8,2,57.3,0,0,0,1,0
AC-2014,Synergy Networks,Professional Services,Enterprise,Month-to-Month,Manual Wire,10,3116.77,32411.57,333,259,2,1,7,0,60.5,1,5,1,1,1
AC-2015,Zenith Cloud,Logistics,Mid-Market,Month-to-Month,ACH Direct Debit,57,1201.05,69987.47,40,25,2,1,3,6,48.1,1,5,1,0,1
AC-2016,Starlight Solutions,Enterprise Tech,Mid-Market,3-Year Enterprise,Auto-Invoice,37,676.11,23838.07,21,19,0,1,8,4,44.8,0,10,0,1,0
AC-2017,Velocity Corp,Healthcare,SMB,1-Year Fixed,ACH Direct Debit,64,518.13,31578.9,9,8,5,0,7,0,38.4,1,10,0,0,0
AC-2018,Hyperion Cloud,E-Commerce,SMB,1-Year Fixed,Auto-Invoice,40,358.42,14360.47,11,7,2,2,5,0,44.1,1,10,1,1,0
AC-2019,Aegis Global,Enterprise Tech,Enterprise,Month-to-Month,Manual Wire,60,1932.7,115779.4,185,181,3,0,4,7,97.4,1,0,1,1,0
AC-2020,Apex Data,E-Commerce,SMB,3-Year Enterprise,Credit Card,48,622.03,29687.23,9,3,3,0,10,0,55.6,1,20,1,0,0
AC-2021,Quantum Data,E-Commerce,Enterprise,2-Year Fixed,Auto-Invoice,19,4174.55,77748.71,110,33,6,0,10,12,15.1,1,5,1,1,1
AC-2022,Zenith Labs,Enterprise Tech,SMB,Month-to-Month,Auto-Invoice,72,655.05,49458.76,17,10,1,1,9,2,57.4,0,0,1,0,0
AC-2023,Velocity Labs,Healthcare,SMB,Month-to-Month,Auto-Invoice,33,323.36,10427.57,15,11,3,1,6,0,39.4,1,10,1,0,1
AC-2024,Aegis Corp,Logistics,Enterprise,Month-to-Month,Manual Wire,44,3212.07,141190.32,69,51,0,0,2,8,69.1,1,10,1,0,0
AC-2025,Hyperion Global,Healthcare,Mid-Market,Month-to-Month,Auto-Invoice,37,661.03,24225.5,24,15,2,0,9,4,67.1,1,0,1,0,0
AC-2026,Acme Labs,Enterprise Tech,Enterprise,1-Year Fixed,Credit Card,36,3725.63,129699.98,211,82,2,0,8,2,69.0,0,0,0,1,0
AC-2027,Nexus Cloud,Enterprise Tech,Mid-Market,3-Year Enterprise,Credit Card,21,1574.12,32073.48,62,26,1,2,6,3,67.3,1,15,1,1,0
AC-2028,Apex Logistics,Financial Services,Mid-Market,1-Year Fixed,Manual Wire,2,1931.56,4024.72,66,59,5,3,10,0,61.3,0,5,1,1,1
AC-2029,Crest Technologies,Manufacturing,Mid-Market,2-Year Fixed,Auto-Invoice,31,707.84,22729.21,29,26,2,1,9,6,41.8,0,5,0,0,0
AC-2030,Velocity Solutions,Enterprise Tech,SMB,1-Year Fixed,Credit Card,30,537.05,15626.62,6,5,2,0,8,2,66.7,1,20,1,1,0
AC-2031,Zenith Global,E-Commerce,Mid-Market,2-Year Fixed,Credit Card,44,1837.81,83901.38,57,44,3,0,7,7,86.3,0,0,1,0,0
AC-2032,Apex Health,Enterprise Tech,Mid-Market,2-Year Fixed,ACH Direct Debit,12,1647.4,19193.9,64,46,5,2,7,6,100.0,1,10,1,1,0
AC-2033,Quantum Data,Financial Services,SMB,Month-to-Month,Auto-Invoice,51,635.51,32821.16,9,4,2,1,9,6,63.7,1,5,1,1,0
AC-2034,Vortex Data,Logistics,SMB,1-Year Fixed,Auto-Invoice,49,674.17,31651.12,7,4,2,2,5,9,65.7,0,0,1,0,0
AC-2035,Aegis Capital,E-Commerce,Enterprise,1-Year Fixed,Auto-Invoice,24,4339.22,108102.5,415,327,6,1,8,6,77.0,1,0,1,1,0
AC-2036,Crest Health,Enterprise Tech,SMB,Month-to-Month,ACH Direct Debit,24,432.5,9914.46,15,10,1,0,5,3,94.9,0,10,1,1,0
AC-2037,Apex Labs,Financial Services,Enterprise,1-Year Fixed,Auto-Invoice,60,3775.8,227792.72,156,49,4,1,10,3,59.2,1,0,1,1,0
AC-2038,Quantum Cloud,Enterprise Tech,SMB,1-Year Fixed,Credit Card,11,532.08,6016.59,7,7,4,1,8,0,80.5,0,10,1,1,0
AC-2039,Solstice Solutions,Healthcare,Enterprise,3-Year Enterprise,Auto-Invoice,13,2950.86,36891.31,120,107,4,0,6,9,53.2,0,20,1,1,1
AC-2040,Starlight Networks,E-Commerce,Enterprise,1-Year Fixed,ACH Direct Debit,72,2972.75,211993.51,480,232,1,3,7,8,73.9,1,15,1,1,0
AC-2041,Nexus Data,Enterprise Tech,Mid-Market,2-Year Fixed,Manual Wire,72,1841.78,126534.05,48,35,4,4,5,1,85.5,1,5,0,1,0
AC-2042,Omni Capital,Financial Services,Mid-Market,1-Year Fixed,Credit Card,64,877.7,57199.37,55,52,3,0,10,12,44.8,1,0,1,0,0
AC-2043,Crest Logistics,Financial Services,Mid-Market,2-Year Fixed,Auto-Invoice,20,1648.02,32325.75,24,9,3,0,10,5,58.5,0,5,1,1,0
AC-2044,Nexus Corp,Manufacturing,Enterprise,1-Year Fixed,Auto-Invoice,72,4440.48,321613.51,288,188,5,3,9,4,85.2,0,5,1,0,1
AC-2045,Solstice Health,Professional Services,Mid-Market,2-Year Fixed,Auto-Invoice,71,1738.07,128743.01,71,44,5,1,10,0,79.1,1,25,1,1,0
AC-2046,Solstice Networks,Enterprise Tech,SMB,1-Year Fixed,Auto-Invoice,28,240.27,6596.95,14,8,2,1,8,2,86.6,1,25,1,1,0
AC-2047,Apex Data,Logistics,Mid-Market,1-Year Fixed,Credit Card,2,1658.5,3167.28,71,63,1,1,9,6,83.3,1,5,0,1,0
AC-2048,Starlight Corp,Financial Services,Enterprise,1-Year Fixed,Credit Card,43,1544.3,67571.15,331,187,3,1,10,0,61.9,1,0,1,1,0
AC-2049,Acme Technologies,Financial Services,Mid-Market,1-Year Fixed,Manual Wire,8,1225.68,10086.7,21,7,2,1,7,3,100.0,0,20,1,1,0
AC-2050,Acme Data,Logistics,Enterprise,Month-to-Month,Auto-Invoice,13,2119.12,28809.92,467,162,4,1,7,30,70.5,0,15,1,0,1
AC-2051,Velocity Technologies,Manufacturing,SMB,Month-to-Month,Credit Card,35,383.43,12960.82,18,6,7,0,9,7,13.0,1,5,1,1,1
AC-2052,Hyperion Labs,Professional Services,SMB,Month-to-Month,Credit Card,23,419.23,9538.29,6,4,2,1,9,4,62.9,0,5,0,1,1
AC-2053,Omni Solutions,Healthcare,Mid-Market,2-Year Fixed,Credit Card,46,1810.67,86157.19,30,24,5,0,6,4,59.6,0,5,1,1,0
AC-2054,Quantum Capital,Financial Services,Mid-Market,Month-to-Month,Auto-Invoice,15,1839.17,28434.13,52,23,3,1,3,0,82.3,0,20,1,0,1
AC-2055,Aegis Systems,Logistics,SMB,Month-to-Month,Credit Card,2,248.61,503.43,7,5,1,0,7,19,59.9,1,0,1,1,0
AC-2056,Quantum Labs,Financial Services,Mid-Market,2-Year Fixed,Credit Card,61,835.33,49779.94,18,14,2,0,3,16,87.8,0,15,1,1,0
AC-2057,Vortex Solutions,Healthcare,SMB,Month-to-Month,ACH Direct Debit,64,779.79,48828.75,17,8,3,1,5,7,78.0,1,0,1,0,1
AC-2058,Solstice Technologies,Financial Services,Mid-Market,1-Year Fixed,Manual Wire,52,851.57,42616.66,31,22,2,0,5,0,50.0,1,20,1,0,0
AC-2059,Aegis Health,E-Commerce,SMB,Month-to-Month,Auto-Invoice,36,645.56,24220.55,19,15,3,0,6,1,65.5,0,5,1,0,1
AC-2060,Apex Data,Enterprise Tech,Mid-Market,3-Year Enterprise,Auto-Invoice,67,1372.32,88938.19,22,14,3,1,9,1,54.0,1,0,0,0,0
AC-2061,Hyperion Health,Enterprise Tech,Mid-Market,2-Year Fixed,Credit Card,69,1255.36,87251.18,67,36,3,2,9,4,71.3,1,0,1,1,0
AC-2062,Quantum Cloud,Manufacturing,SMB,2-Year Fixed,Credit Card,67,259.73,17548.7,8,6,6,1,8,1,53.9,0,10,0,1,0
AC-2063,Hyperion Global,Enterprise Tech,Mid-Market,1-Year Fixed,Auto-Invoice,47,1379.74,64002.2,61,60,6,0,9,7,69.3,0,0,1,0,0
AC-2064,Quantum Health,Healthcare,Mid-Market,2-Year Fixed,ACH Direct Debit,2,1525.57,3006.14,54,32,0,1,9,4,63.1,0,10,1,1,0
AC-2065,Apex Data,Enterprise Tech,Enterprise,Month-to-Month,Manual Wire,44,4674.53,209146.84,307,176,1,0,2,0,65.3,1,0,0,1,0
AC-2066,Acme Technologies,Enterprise Tech,Mid-Market,Month-to-Month,Manual Wire,64,1134.96,71826.06,26,16,1,0,7,8,100.0,1,0,1,0,0
AC-2067,Hyperion Data,Enterprise Tech,Mid-Market,Month-to-Month,Auto-Invoice,28,1432.17,39118.75,39,14,5,0,3,1,61.5,0,5,1,1,1
AC-2068,Starlight Systems,Enterprise Tech,Enterprise,1-Year Fixed,ACH Direct Debit,54,3903.56,208666.01,111,76,3,0,8,10,33.2,1,10,1,1,0
AC-2069,Titan Capital,Manufacturing,Enterprise,1-Year Fixed,ACH Direct Debit,67,3077.72,212551.45,191,101,2,2,3,2,86.3,1,5,1,0,0
AC-2070,Vortex Data,Financial Services,Mid-Market,1-Year Fixed,Credit Card,36,875.54,32989.75,61,23,4,0,7,2,86.1,0,5,1,0,1
AC-2071,Apex Solutions,Professional Services,SMB,Month-to-Month,Credit Card,63,329.97,21070.72,13,8,5,0,8,0,32.4,1,10,1,1,0
AC-2072,Apex Systems,Healthcare,Mid-Market,1-Year Fixed,ACH Direct Debit,25,1351.66,34744.76,68,21,5,0,5,27,55.4,0,5,1,1,1
AC-2073,Acme Systems,Financial Services,Enterprise,2-Year Fixed,Credit Card,48,4460.9,214826.06,160,93,9,0,9,5,75.8,1,0,1,1,0
AC-2074,Zenith Corp,Healthcare,Mid-Market,1-Year Fixed,Auto-Invoice,39,1137.51,44916.64,41,15,5,0,8,3,77.4,0,0,1,1,0
AC-2075,Titan Technologies,Healthcare,Enterprise,2-Year Fixed,Credit Card,47,4722.42,232787.01,64,20,4,0,8,0,67.9,1,0,0,1,0
AC-2076,Synergy Solutions,Logistics,Mid-Market,Month-to-Month,Credit Card,21,1512.88,31574.83,36,32,4,1,9,7,68.3,0,10,1,1,0
AC-2077,Hyperion Networks,Financial Services,Enterprise,2-Year Fixed,Auto-Invoice,30,3157.6,90619.22,208,196,3,0,6,2,51.1,1,5,1,0,0
AC-2078,Titan Logistics,Financial Services,Enterprise,1-Year Fixed,Manual Wire,31,2048.83,66416.35,206,92,1,4,8,27,24.8,0,5,0,1,1
AC-2079,Vortex Solutions,Manufacturing,Enterprise,Month-to-Month,Credit Card,26,3827.76,102438.36,76,51,4,1,7,18,100.0,1,15,0,1,0
AC-2080,Titan Networks,Professional Services,Mid-Market,Month-to-Month,Credit Card,22,830.02,18074.75,15,7,1,1,7,8,50.6,0,5,1,0,1
AC-2081,Crest Systems,Manufacturing,Enterprise,1-Year Fixed,Auto-Invoice,21,2433.73,53573.77,58,37,3,1,6,21,71.2,0,10,1,1,1
AC-2082,Quantum Cloud,Financial Services,Mid-Market,2-Year Fixed,Credit Card,1,1665.11,1639.39,60,36,8,0,5,0,65.1,0,0,1,1,0
AC-2083,Zenith Global,Logistics,Mid-Market,1-Year Fixed,Auto-Invoice,37,683.9,24980.71,55,27,4,1,6,2,84.1,0,10,0,0,0
AC-2084,Aegis Technologies,Healthcare,Mid-Market,Month-to-Month,Auto-Invoice,46,626.3,29125.93,55,43,3,3,6,1,70.1,1,10,1,1,0
AC-2085,Acme Technologies,Healthcare,Mid-Market,2-Year Fixed,Credit Card,9,1963.51,17272.83,22,9,5,0,6,0,70.8,1,15,1,0,1
AC-2086,Acme Networks,Enterprise Tech,SMB,1-Year Fixed,Credit Card,17,366.57,6355.43,21,7,3,1,9,22,20.6,1,15,0,0,1
AC-2087,Velocity Health,Healthcare,Enterprise,1-Year Fixed,Credit Card,47,3717.98,168678.79,482,404,1,1,5,0,53.0,1,15,1,1,0
AC-2088,Vortex Data,Enterprise Tech,Mid-Market,1-Year Fixed,Auto-Invoice,59,1386.59,78602.11,60,46,8,0,7,11,81.4,0,15,1,0,0
AC-2089,Quantum Capital,Financial Services,Enterprise,Month-to-Month,Credit Card,54,2871.92,155624.58,193,125,3,2,10,8,79.8,0,5,1,1,0
AC-2090,Vortex Data,Manufacturing,Enterprise,1-Year Fixed,Auto-Invoice,12,2752.78,33216.67,405,254,5,1,9,2,50.9,1,5,1,0,0
AC-2091,Solstice Corp,Enterprise Tech,Mid-Market,1-Year Fixed,Manual Wire,64,1295.35,79641.48,27,18,2,0,10,0,39.6,1,20,1,0,0
AC-2092,Solstice Cloud,Enterprise Tech,Mid-Market,3-Year Enterprise,Credit Card,6,1170.3,7347.74,54,33,8,1,6,0,70.3,1,20,1,0,0
